Product_ID,Specs
3136,"Kodak  C513 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CMOS sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3137,"Kodak  Z1275 comes with a  1/1.72"" (~ 7.44 x 5.58 mm) CCD sensor, which has a diagonal of  9.30 mm (0.37"") and a surface area of 41.52 mm²."
3138,"Kodak  V1253 comes with a  1/1.72"" (~ 7.44 x 5.58 mm) CCD sensor, which has a diagonal of  9.30 mm (0.37"") and a surface area of 41.52 mm²."
3139,"Kodak  Z885 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3140,"Kodak  CD703 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3141,"Kodak  M853 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3142,"Kodak  ZD710 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3143,"Kodak  Z812 IS comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3144,"Kodak  V803 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3145,"Kodak  C610 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3146,"Kodak  C533 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3147,"Kodak  C433 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3148,"Kodak  C503 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3149,"Kodak  V610 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3150,"Kodak  C663 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3151,"Kodak  C743 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3152,"Kodak  Z612 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3153,"Kodak  Z650 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3154,"Kodak  C875 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3155,"Kodak  V603 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3156,"Kodak  Z710 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3157,"Kodak  V570 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3158,"Kodak  P712 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3159,"Kodak  C643 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3160,"Kodak  V570 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3161,"Kodak  P712 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3162,"Kodak  C360 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3163,"Kodak  C530 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3164,"Kodak  Z730 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3165,"Kodak  C300 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3166,"Kodak  P880 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3167,"Kodak  Z760 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3168,"Kodak  Z7590 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3169,"Kodak  C340 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3170,"Kodak  CX7525 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3171,"Kodak  P850 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3172,"Kodak  C310 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3173,"Kodak  Z700 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3174,"Kodak  One comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3175,"Kodak  V550 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3176,"Kodak  C330 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3177,"Kodak  Z740 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3178,"Kodak  V530 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3179,"Kodak  CX7220 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3180,"Kodak  CX6445 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3181,"Kodak  DX7440 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3182,"Kodak DCS Pro SLR/c comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm²."
3183,"Kodak  LS745 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3184,"Kodak  DX7630 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3185,"Kodak  CX7220 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3186,"Kodak  CX6445 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3187,"Kodak  DX7590 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3188,"Kodak DCS Pro SLR/c comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm²."
3189,"Kodak  LS745 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3190,"Kodak  DX7440 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3191,"Kodak DCS Pro SLR/n comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm²."
3192,"Kodak  DX7630 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3193,"Kodak  CX7430 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3194,"Kodak  CX6230 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3195,"Kodak  LS633 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3196,"Kodak  CX6330 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3197,"Kodak  DX6340 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3198,"Kodak  CX6200 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3199,"Kodak  DX6490 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3200,"Kodak  DX4530 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3201,"Kodak  DX6440 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3202,"Kodak  DX4330 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3203,"Kodak  CX4200 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3204,"Kodak  LS420 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3205,"Kodak  DX4900 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3206,"Kodak  LS443 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3207,"Kodak  CX4300 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3208,"Kodak DCS Pro 14n comes with a  36 x 24 mm CMOS sensor, which has a diagonal of  43.27 mm (1.7"") and a surface area of 864.00 mm²."
3209,"Kodak  CX4230 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3210,"Kodak  DX3600 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
3211,"Kodak  DX3700 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3212,"Kodak DCS760 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3213,"Kodak  DX3900 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3214,"Kodak mc3 comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
3215,"Kodak DCS720x comes with a  22.8 x 15.5 mm CCD sensor, which has a diagonal of  27.57 mm (1.09"") and a surface area of 353.40 mm²."
3216,"Kodak  DX3500 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
3217,"Kodak  DX3215 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3218,"Kodak DC3800 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm²."
3219,"Kodak DC3400 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm²."
3220,"Kodak DC3200 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm²."
3221,"Kodak DCS620x comes with a  22.8 x 15.5 mm CCD sensor, which has a diagonal of  27.57 mm (1.09"") and a surface area of 353.40 mm²."
3222,"Kodak DC5000 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3223,"Kodak DC4800 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3224,"Kodak DC280 comes with a  1/1.7"" (~ 7.53 x 5.64 mm) CCD sensor, which has a diagonal of  9.41 mm (0.37"") and a surface area of 42.47 mm²."
3225,"Kodak DCS330 comes with a  18.1 x 13.5 mm CCD sensor, which has a diagonal of  22.58 mm (0.89"") and a surface area of 244.35 mm²."
3226,"Kodak DC290 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3227,"Kodak DC265 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3228,"Kodak DCS660 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3229,"Kodak DC200 plus comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3230,"Kodak DC240 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3231,"Kodak DC215 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3232,"Kodak DCS620 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3233,"Kodak DC260 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3234,"Kodak DC210 plus comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3235,"Kodak DCS520 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3236,"Kodak DCS560 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3237,"Kodak DC200 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3238,"Kodak DCS315 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3239,"Kodak DC220 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3240,"Kodak DCS460 comes with a  27.65 x 18.43 mm CCD sensor, which has a diagonal of  33.23 mm (1.31"") and a surface area of 509.59 mm²."
3241,"Kodak DCS420 comes with a  14 x 9.3 mm CCD sensor, which has a diagonal of  16.80 mm (0.66"") and a surface area of 130.20 mm²."
3242,"Konica  KD-4000Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3243,"Konica  KD-3300Z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3244,"Konica DG-3Z comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3245,"Konica  KD-510Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3246,"Konica  KD-420Z comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3247,"Konica  KD-410Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3248,"Konica  KD-210Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3249,"Konica  KD-400Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3250,"Konica  C2 comes with a  1/3.4"" (~ 4.23 x 3.17 mm) CMOS sensor, which has a diagonal of  5.29 mm (0.21"") and a surface area of 13.41 mm²."
3251,"Konica  KD-310Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3252,"Konica  KD-500Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3253,"Konica  KD-220Z comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm²."
3254,"Konica  KD-200Z comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3255,"Konica  KD-25 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3256,"Konica  KD-300Z comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3257,"Konica DG-2 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3258,"Konica Q-M200 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
3259,"Konica Q-M100 comes with a  1/3"" (~ 4.8 x 3.6 mm) CCD sensor, which has a diagonal of  6.00 mm (0.24"") and a surface area of 17.28 mm²."
3260,"Konica-Minolta DiMAGE E40 comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
3261,"Konica-Minolta DiMAGE Z6 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3262,"Konica-Minolta DiMAGE Z20 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3263,"Konica-Minolta DiMAGE X1 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3264,"Konica-Minolta DiMAGE Z5 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3265,"Konica-Minolta Dynax 5D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm²."
3266,"Konica-Minolta DiMAGE E50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3267,"Konica-Minolta DiMAGE E500 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3268,"Konica-Minolta DG-5W comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3269,"Konica-Minolta DiMAGE X60 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3270,"Konica-Minolta DiMAGE G530 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3271,"Konica-Minolta DiMAGE Z2 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3272,"Konica-Minolta Dynax 7D comes with a  23.5 x 15.7 mm CCD sensor, which has a diagonal of  28.26 mm (1.11"") and a surface area of 368.95 mm²."
3273,"Konica-Minolta DiMAGE X50 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3274,"Konica-Minolta DiMAGE A2 comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
3275,"Konica-Minolta DiMAGE A200 comes with a  2/3"" (~ 8.8 x 6.6 mm) CCD sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
3276,"Konica-Minolta DiMAGE X31 comes with a  1/3.2"" (~ 4.5 x 3.37 mm) CCD sensor, which has a diagonal of  5.62 mm (0.22"") and a surface area of 15.17 mm²."
3277,"Konica-Minolta DiMAGE Z10 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3278,"Konica-Minolta DiMAGE G600 comes with a  1/1.76"" (~ 7.27 x 5.46 mm) CCD sensor, which has a diagonal of  9.09 mm (0.36"") and a surface area of 39.69 mm²."
3279,"Konica-Minolta DiMAGE Z3 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3280,"Konica-Minolta DiMAGE Xg comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3281,"Konica-Minolta e-mini M comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
3282,"Konica-Minolta e-mini comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
3283,"Konica-Minolta e-mini D comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
3284,"Kyocera  M410R comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3285,"Kyocera  M400R comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3286,"Kyocera  SL400R comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3287,"Kyocera  L4 comes with a  1/2.5"" (~ 5.75 x 4.32 mm) CCD sensor, which has a diagonal of  7.19 mm (0.28"") and a surface area of 24.84 mm²."
3288,"Kyocera  S3R comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3289,"Kyocera  L3 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3290,"Kyocera  L30 comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3291,"Kyocera  L3v comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3292,"Kyocera  SL300R comes with a  1/2.7"" (~ 5.33 x 4 mm) CCD sensor, which has a diagonal of  6.66 mm (0.26"") and a surface area of 21.32 mm²."
3293,"Kyocera  L4v comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3294,"Kyocera  S5R comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3295,"Kyocera  S4 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3296,"Kyocera  S3X comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3297,"Kyocera  S3L comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
3298,"Kyocera  S5 comes with a  1/1.8"" (~ 7.11 x 5.33 mm) CCD sensor, which has a diagonal of  8.89 mm (0.35"") and a surface area of 37.90 mm²."
