Product_ID,Specs
394,"Fujifilm  T400 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
395,"Fujifilm  AX500 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
396,"Fujifilm  S4400 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
397,"Fujifilm  SL240 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
398,"Fujifilm  F770EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
399,"Fujifilm  S4300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
400,"Fujifilm  JZ100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
401,"Fujifilm  XP150 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
402,"Fujifilm  AX550 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
403,"Fujifilm  JZ250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
404,"Fujifilm  Z110 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
405,"Fujifilm  F660EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
406,"Fujifilm  XP170 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
407,"Fujifilm  JX550 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
408,"Fujifilm  XP100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
409,"Fujifilm  F750EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
410,"Fujifilm  JZ100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
411,"Fujifilm  XP150 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
412,"Fujifilm  JZ250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
413,"Fujifilm X-Pro1 comes with a  23.6 x 15.6 mm CMOS sensor, which has a diagonal of  28.29 mm (1.11"") and a surface area of 368.16 mm²."
414,"Fujifilm  Z110 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
415,"Fujifilm  JX355 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
416,"Fujifilm  S2980 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
417,"Fujifilm  AX355 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
418,"Fujifilm  S2950 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
419,"Fujifilm X-S1 comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
420,"Fujifilm  F550 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
421,"Fujifilm  T205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
422,"Fujifilm  XP33 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
423,"Fujifilm  T200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
424,"Fujifilm  JX420 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
425,"Fujifilm  JV200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
426,"Fujifilm  S3350 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
427,"Fujifilm  JV255 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
428,"Fujifilm  JV205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
429,"Fujifilm  S3200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
430,"Fujifilm X10 comes with a  2/3"" (~ 8.8 x 6.6 mm) CMOS sensor, which has a diagonal of  11.00 mm (0.43"") and a surface area of 58.08 mm²."
431,"Fujifilm  F500 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
432,"Fujifilm  T305 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
433,"Fujifilm  Z909EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
434,"Fujifilm  S2990 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
435,"Fujifilm  F600 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
436,"Fujifilm  S4000 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
437,"Fujifilm  JX375 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
438,"Fujifilm  AV250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
439,"Fujifilm  HS22 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
440,"Fujifilm  JX405 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
441,"Fujifilm  XP30 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
442,"Fujifilm  AV255 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
443,"Fujifilm  JX300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
444,"Fujifilm  S3400 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
445,"Fujifilm  AX300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
446,"Fujifilm  XP22 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
447,"Fujifilm  HS20 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
448,"Fujifilm  T300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
449,"Fujifilm  F605EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
450,"Fujifilm  AX350 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
451,"Fujifilm  S3250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
452,"Fujifilm  JX355 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
453,"Fujifilm  S2980 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
454,"Fujifilm  AX355 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
455,"Fujifilm  S2950 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
456,"Fujifilm  F550 EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CMOS sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
457,"Fujifilm  T205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
458,"Fujifilm  XP33 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
459,"Fujifilm  XP20 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
460,"Fujifilm  AV205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
461,"Fujifilm  JX400 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
462,"Fujifilm  S3450 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
463,"Fujifilm  AX305 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
464,"Fujifilm  S2990 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
465,"Fujifilm  S4000 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
466,"Fujifilm  JX375 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
467,"Fujifilm  AV250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
468,"Fujifilm  JZ505 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
469,"Fujifilm  HS10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
470,"Fujifilm  JZ510 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
471,"Fujifilm  AV100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
472,"Fujifilm  AX230 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
473,"Fujifilm  AV105 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
474,"Fujifilm  Z80 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
475,"Fujifilm  S1770 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
476,"Fujifilm  JZ300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
477,"Fujifilm  AV140 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
478,"Fujifilm  S1880 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
479,"Fujifilm  Z800EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
480,"Fujifilm  AX205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
481,"Fujifilm  JZ305 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
482,"Fujifilm  JX530 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
483,"Fujifilm  S1700 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
484,"Fujifilm  AX200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
485,"Fujifilm  X100 comes with a  23.6 x 15.8 mm CMOS sensor, which has a diagonal of  28.40 mm (1.12"") and a surface area of 372.88 mm²."
486,"Fujifilm  AV180 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
487,"Fujifilm  AX280 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
488,"Fujifilm  Z808EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
489,"Fujifilm  AX245w comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
490,"Fujifilm  XP11 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
491,"Fujifilm  Z700EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
492,"Fujifilm  JX200 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
493,"Fujifilm  JX280 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
494,"Fujifilm  AV150 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
495,"Fujifilm  S1850 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
496,"Fujifilm  JX205 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
497,"Fujifilm  S1730 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
498,"Fujifilm  HS11 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
499,"Fujifilm  JV100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
500,"Fujifilm  Real 3D W3 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
501,"Fujifilm  AV130 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
502,"Fujifilm  AX250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
503,"Fujifilm  F305EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
504,"Fujifilm  Z707EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
505,"Fujifilm  JV110 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
506,"Fujifilm  F85EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
507,"Fujifilm  XP10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
508,"Fujifilm  S1800 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
509,"Fujifilm  JX250 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
510,"Fujifilm  A180 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
511,"Fujifilm  S2900hd comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
512,"Fujifilm  Z71 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
513,"Fujifilm  JX210 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
514,"Fujifilm  F80EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
515,"Fujifilm  Z70 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
516,"Fujifilm  JZ310 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
517,"Fujifilm  S2500hd comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
518,"Fujifilm  Z81 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
519,"Fujifilm  JV105 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
520,"Fujifilm  AV110 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
521,"Fujifilm  S2600hd comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
522,"Fujifilm  JZ500 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
523,"Fujifilm  S2550hd comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
524,"Fujifilm  S2800hd comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
525,"Fujifilm  Z31 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
526,"Fujifilm  JZ510 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
527,"Fujifilm  JZ505 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
528,"Fujifilm  HS10 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CMOS sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
529,"Fujifilm  AV100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
530,"Fujifilm  A150 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
531,"Fujifilm  J30 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
532,"Fujifilm  Z37 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
533,"Fujifilm  J35 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
534,"Fujifilm  J38 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
535,"Fujifilm  Z30 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
536,"Fujifilm  S200EXR comes with a  1/1.6"" (~ 8 x 6 mm) CCD sensor, which has a diagonal of  10.00 mm (0.39"") and a surface area of 48.00 mm²."
537,"Fujifilm  Real 3D W1 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
538,"Fujifilm  J28 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
539,"Fujifilm  A225 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) image sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
540,"Fujifilm  S205EXR comes with a  1/1.6"" (~ 8 x 6 mm) CCD sensor, which has a diagonal of  10.00 mm (0.39"") and a surface area of 48.00 mm²."
541,"Fujifilm  F200EXR comes with a  1/1.6"" (~ 8 x 6 mm) CCD sensor, which has a diagonal of  10.00 mm (0.39"") and a surface area of 48.00 mm²."
542,"Fujifilm  A235 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
543,"Fujifilm  F72EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
544,"Fujifilm  Z35 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
545,"Fujifilm  F70EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
546,"Fujifilm  F75EXR comes with a  1/2"" (~ 6.4 x 4.8 mm) CCD sensor, which has a diagonal of  8.00 mm (0.31"") and a surface area of 30.72 mm²."
547,"Fujifilm  J29 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
548,"Fujifilm  S1500 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
549,"Fujifilm  A170 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
550,"Fujifilm  A175 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
551,"Fujifilm  A100 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
552,"Fujifilm  A220 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
553,"Fujifilm  J32 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
554,"Fujifilm  Z300 comes with a  1/2.3"" (~ 6.16 x 4.62 mm) CCD sensor, which has a diagonal of  7.70 mm (0.3"") and a surface area of 28.46 mm²."
